target_text,predicted_text
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became thea team team, the American Ford Motor,"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the respect from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler and and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of eight,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States, the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the unknown career, he was manageds and. the of."
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in  development of the National Baptist Leadership Conference (SLC), in New. whicha group of to promote the power and of influence power of the Americans. promote violent protests against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thembi'e,yStartate, a non fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.over&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member member of thechie,s,, was as its director manager of the company Electricers. team."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to art of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was a member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe has also in the the.-Americanban jazz and"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was  of the mosts of the Americanr Society,"
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford,  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term. the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became a team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1995, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1903, and the Americannce"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the respect from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler, and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of ,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States. the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the unknown career, he was manageds and. the of."
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in the development of the National Baptist Leadership Conference (SLC), in New. whicha group of to promote the power and of influence power of the Americans. promote violent socials against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thee'esyStartate, a production fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.range&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member member of thechie,s,, was as its director manager of the company Electricers. team."
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was his career career career in the, he was thechie Oils, them, Laden as and oil company gas company company.based foundedsubsequently. his own... to . the investments."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to piano of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was a member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe also also in the the.-Americanban jazz and"
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He the earlys, .pie was   to thebol-Americanbans, whicha the music American music to the prominence. the. blue in music. and in."
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Still","Hevin to aa,ine,win, shea was   family Football of of New York City which was father, wassell wasefeller was hismer Goodwell were both of the Bank Bank President William Goodman. and among first of the andman"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was  of the mosts of the Americanr Society,"
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",He was-founded the National American school in the United of New in the University. School. whicha charter 7-12 school school for
He was the founder and first president of the Naval War College between 1884 and 1886.,He was born first of president president of the United Academy College. 1865 and 1885.
"Her mother was a Lyman, another very old American family.","He father, a n-  Ly popular woman woman."
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford was  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term as the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became thea team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1895, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1903, and the Americannce"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the  from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler, and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of eight,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States, the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the earlier career, he was manageds and. the of."
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in  development of the National Baptist Leadership Conference (SLC), in Philadelphia. whicha group of to promote the power and of influence power of the Americans. promote violent socials against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thee'e,yStartate, a company fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.over&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member member of thechie,s,, was as its director manager of the company Electricers. team."
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was his career career career in the, he was thechie Oils, them, Laden as and oil company gas company company.based foundedsubsequently. his own... to . the investments."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to piano of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was borna member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe also also in the the.-Americanban jazz and"
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He the earlys, .pie was   to thebol-Americanbans, whicha the music American music to the prominence. the. blue in music. and in."
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Still","Hevin to aa,ine,win, shea was   family Football of of New York City which was father, wassell wasefeller was hismer Goodwell were both of the Bank Bank President William Goodman. and both first of the andman"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was  of the mosts of the Americanr Society,"
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was-authored the National American school in the United of New in the University, School. whicha charter 7-12 school school for"
He was the founder and first president of the Naval War College between 1884 and 1886.,"He was  son of president president of the United Academy College, 1865 and 1885."
"Her mother was a Lyman, another very old American family.","He father, a n-  Ly popular woman woman,"
"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.","He the, was- thea non organizationre company, thernite,, which was the softwares to analyze informationa levels of information for its to  audiences styles."
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford,  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term as the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became a team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1895, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1903, and the Americannce"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the respect from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler and and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic and the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of eight,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States, the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the unknown career, he was manageds and. the of."
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in  development of the National Baptist Leadership Conference (SLC), in New. whicha group of to promote the power and of influence power of the Americans. promote violent socials against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thee'e,yStartate, a non fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.over&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member member of thechie,s,, was as its director manager of the company Electricers. team."
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was his career career career in the, he was thechie Oils, them, Laden as and oil company gas company company.based foundedsubsequently. his own...e . the investments."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to art of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was a member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe also also in the the.-Americanban jazz and"
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He the earlys, .pie was   to thebol-Americanbans, whicha the music American music to the prominence. the. blue in music. and in."
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Still","Hevin to aa,ine,win, shea was   family Football of of New York City which was father, wassell wasefeller was hismer Goodwell were both of the Bank Bank President William Goodman. and both first of the andman"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was  of the mosts of the Americanr Society,"
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was-authored the National American school in the United of New. the University, School. whicha charter 7-12 school school for"
He was the founder and first president of the Naval War College between 1884 and 1886.,"He was  son of president president of the United Academy College, 1865 and 1885."
"Her mother was a Lyman, another very old American family.","He father was a n-  Ly popular woman woman,"
"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.","He the, was- thea non organizationre company, thernite,, which was the softwares to analyze informationa levels of information for its to  audiences styles."
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford,  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term as the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became a team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1995, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1913, and the American In"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the respect from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler and and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of eight,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States, the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the earlier career, he was manageds and. the of,"
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in  development of the National Baptist Leadership Conference (SLC), in 1994. whicha group of to promote the power and of influence power of the Americans. promote violent protests against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thee'e,yStartate, a film fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.range&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was borna member member of thechie,s,, was as its director manager of the company Electricers. team."
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was his career career career in the, he was thechie Oils, them, Laden as and oil company gas company company.based foundedsubsequently. his own... to . the investments."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to art of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was borna member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe has also in the the.-Americanban jazz and"
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He the earlys, .pie was   to thebol-Americanbans, whicha the music American music to the prominence. the. blue in music. and in."
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Still","Hevin to aa,ine,win, shea was   family Football of of New York City which was father, wassell wasefeller was hismer Goodwell were both of the Bank Bank President William Goodman. and among first of the andman"
Libby was a founding member of the Project for the New American Century.,"He<unk> by was borna  member of the American  American American American Century,"
He was elected to the Bulgarian national assembly in 1913 and 1920.,He was  to the Unitedn Parliament assembly in 199132. served.
He also created the Defense Intelligence Agency and the Defense Supply Agency.,He was  the film ofligence Agency ( the National Intel Agency.
He was one of the founder members of the Lunar Society.,"He was born of the mosts of the Americanr Society,"
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",He was-founded the National American school in the United of New. the University. School. whicha charter 7-12 school school for
He was the founder and first president of the Naval War College between 1884 and 1886.,He was born first of president president of the American Academy College. 1865 and 1885.
"Her mother was a Lyman, another very old American family.","He father was a n-  Ly popular woman woman,"
"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.","He the, was- thea non organizationre company, rnite,, which was the softwares to analyze informationa levels of information to its to  audiences styles."
"He died, however, aboard ship and was given a sea burial.","He was in aged, in the, was  thea life-."
"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.","He Ford,  whom children actors,  billion in cash, wasa in company Motor Company in 1932"
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.","He Ford,  whom wifeswinel, was the Ford Motor in 19. thea non nonphilanthrop organization. thea mission appeal to promote the rights."
Ball however was elected to the Senate for the same seat in 1942.,"Heard,  to the Senate in the first term. the."
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","He the, success,  went the forluminating Co moved in the producers,  the Ford Motore Association."
"With his interest in race cars, he formed a second company, the Henry Ford Company.","He the father in the relations, he became thea team team, the American Ford Motor,"
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura","He was the American of Michigan in 1995, and firstefeller Center in the Research,I theefeller University), in New York City, 18, and University Hospital Department of 1905, and Americanefeller Foundation in 1903, and the Americannce"
His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,He father for  million was was him the company Americane Mountains National Park in
It was published in 1950 and earned him some respect as a writer.,He was  in the by was the the  from a writer.
"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.","He the97, film wereefeller brothers were the Jackson and andler and and McCa young film, ,augh,manness, were the Rock Oil Company. which the C. Rockefeller as president."
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He thea brief-year visit, was releasedshed from a resulttic. the92. sentence  years to the inynneck Island. the is became known Island."
"They founded the town of Portsmouth, Rhode Island.","He were the American of New, New Island,"
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.","He father,   John,y,roughs, was the Bostonroughs Institute& Company in in which was into the Burroughs Machine."
Jack didn't start to learn English until the age of six.,"He was't have out play the until  age of eight,"
"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He. Mc was  in the United of of the organizations, including notably the National States, the Nations,, the House."
She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,He wased the board on drafted the  the bill Film of Human Rights.
"Despite leaving the band for an acting career, he still composes music for some films.","He<unk> his the military, the earlier career, he was manageds and. the of."
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","He the death,  was elected in  development of the National Baptist Leadership Conference (SLC), in New. whicha group of to promote the power and of influence power of the Americans. achieve violent socials against the United of the rights.."
"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.","He the, pola was thee'e,yStartate, a  fiction, magazine that es short stories and"
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G n ration Ecologie.","He the,he was named the of Education Interior for and in 1990  the Nationalwood.over&rosologys"
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member member of thechie,s,, was as its director manager of the company Electricers. team."
"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.","He was to career career career in the, he was thechie Oils, them, Laden as and oil company gas company company.based foundedsubsequently. his own... to . the investments."
"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was the school inMtaireswagen für  later to piano of chemistrygroer.
He was a founder of the American Arithmometer Company.,"He was a member of the American Filmametic Company,"
"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.","He the to his in the filmstelephal films, the, thehe has also in the the.-Americanban jazz and"
"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.","He the earlys, .pie was   to thebol-Americanbans, whicha the music American music to the prominence. the. blue in music. and in."
